is_negative,is_netral,is_positive,to_drop,full_text,,,,,,,,,,,,,
,1,,,Dalam era kecerdasan buatan (AI) yang semakin berkembang muncul berbagai alat yang mempermudah kehidupan sehari-hari salah satunya adalah DeepSeek dan ChatGPT. Kedua platform ini memiliki tujuan yang serupa yaitu memberikan solusi Baca Selengkapnya https://t.co/MYrJh33NsQ,,,,,,,,,,,,,
,,,1,@goodnice1286414 @Sentjoko @deepseek_ai Ya kalo pada waktu itu memang gak bisa melarang perbudakan secara langsung paling tidak jangan ikut2an piara budak. Seorang panutan yg baik itu mestinya kasih contoh yg baik juga ke umatnya bukan malah ikut2an terjun ke dalam jurang kebodohan.,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai CZFNEZtwzqUCvD7TQ3bSpcjwtwbUN4mrMinRibW1JfoR,,,,,,,,,,,,,
,,,1,@cneuralnetwork deepseek Collab pe train krne laga kya?,,,,,,,,,,,,,
,,1,,inilah kenapa kita harus migrasi ke deepseek https://t.co/GlqXPmnOTz,,,,,,,,,,,,,
1,,,,kapan ya deepseek gak error lagi. gpt kena limit truss gaenakk,,,,,,,,,,,,,
,,,1,barusan tersadar bahwa aduh maaf sedang ga kepikiran dalam proses pencarian ide bisa jadi tidak relevan karena kita one app away dari gpt/claude/deepseek ngeri dan heran aja sih,,,,,,,,,,,,,
,,,1,@DenyTheDr @AMARYAMARY9 Mh mjomba,,,,,,,,,,,,,
,,,1,@humbleQueen02 Ubaya unakujaga baadae,,,,,,,,,,,,,
,,,1,@CryptoKaleo 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat going parabolic! HIGHER GUD TEK Better AI than #deepseek or #chatgpt,,,,,,,,,,,,,
,,,1,@Poe_Ether @kanyewest 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat going parabolic! HIGHER GUD TEK DYOR Better AI than #deepseek or #chatgpt,,,,,,,,,,,,,
,,,1,HAKUNA ANAYEJUA: jinsi unavyofanya bidii kufikia malengo yako jinsi unavyohisi upweke wakati mwingine unapoteza usingizi kiasi gani au kila siku Ndiyo sababu unapaswa kukumbuka kujifanyia mwenyewe chochote kile. @Labella_Mafia95 @humbleQueen02 https://t.co/pNej7zXugg,,,,,,,,,,,,,
,1,,,Kemajuan AI seperti DeepSeek dan Qwen mampu merangsang permintaan terhadap pusat data. DeepSeek misalnya membawa inovasi disruptif dengan model AI yang lebih cekap tenaga dan kos yang lebih rendah berbanding teknologi sedia ada. Walaupun AI yang lebih cekap dapat mengurangkan https://t.co/8wNkPkHFYO,,,,,,,,,,,,,
,,,1,USA : Meta / ChatGPT / XGrok China: Alibaba / Deepseek India: https://t.co/SWeAWKpHoA,,,,,,,,,,,,,
,,,1,@Sentjoko @deepseek_ai Qs 23 ayat 5-6 ini loh buktinya,,,,,,,,,,,,,
,,,1,@tanyarlfes deepseek nder aku juga baru pake tadi,,,,,,,,,,,,,
,,,1,Yeni #deepseek sen misin? Ca; 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump https://t.co/eE9s05pDPo,,,,,,,,,,,,,
,,,1,finally! setelah menonton video channel akela trading system jadi tahu penyebab market crash terurama coin AI. bukan deepseek tapi Tariff dari @realDonaldTrump https://t.co/bJGpLXXaFT,,,,,,,,,,,,,
,,1,,@tanyarlfes deepseek dijamin nyambung malahan lebih bagus,,,,,,,,,,,,,
,,,1,@SaifuddinSay @Sentjoko @Kappa_2023 @deepseek_ai Kalo perbudakandilarang hrs nya tdk ada kata budak2 milikmu dasar bolot. Dibawah kan udh jelas ada catatan kaki islam tidak secara langsung menghapus perbudakan melainkan memberi solusi hamba sahaya dr siapa? Dr pemilik budak yaitu orng islam itu sendiri.,,,,,,,,,,,,,
,,,1,Just in #technology: Apa yang dikatakan eksekutif Big Tech tentang DeepSeek saat AS mempertimbangkan larangan tersebut. Selengkapnya: https://t.co/2Rvu1AqIMs. #Pomodo #DeepSeek #BigTech #USBan,,,,,,,,,,,,,
,,,1,120 kunda 300 ming so'mni 5 mlrd so'mga aylantirmoqchi ekan. Hozircha o'sish zo'r rejadan 2 marta yaxshiroq natija. ChatGPTga shuni hisobla desam 10 minut qotib qoldi. DeepSeek haliyam hisoblayapti. https://t.co/zTWz19jWWv,,,,,,,,,,,,,
,,,1,@SaifuddinSay @Sentjoko @Kappa_2023 @deepseek_ai Tdk ada anjuran melarang perbudakan dalam islam dungu kadrun. Coba kamu baca sndiri tulisan yg kamu kirim difoto ini. budak2 milikmu blabla so artinya pembebasan dri siapa? Dr kadrun sendiri dr muslim sendiri. Krn dlam islam perbudakan memang diperbolehkan.,,,,,,,,,,,,,
,,,1,@Sentjoko @deepseek_ai Moment ketika org ga ngerti Islam tapi mengkritik Islam,,,,,,,,,,,,,
,,1,,Gendenglah ini deepseek.... ‍ Makin ngeringerisedap,,,,,,,,,,,,,
,,1,,Sebagai sofwer enginer abal2.. gw ttp pilih deepseek.. wkwkk,,,,,,,,,,,,,
,1,,,@ianijuan lebih enak deepseek apa gpt ju?,,,,,,,,,,,,,
,,,1,Soalnya di timeline https://t.co/MpaBnsIPdc gua banyak bgt tentang deepseek mulu. Ngapa si emg heboh bener. Pas gua tonton. Iyelahhh heboh klo begini,,,,,,,,,,,,,
,,1,,Orang di china pada pinter bgt yak Walaupun skalanya lebih kecil dia tetap bisa bersaing. Ini yang bikin orang-orang kaget karena biasanya model yang lebih kecil bakal jauh lebih lemah tapi DeepSeek bisa ngejar performa model besar kayak ChatGPT. Mantul kan,,,,,,,,,,,,,
,,1,,Kemarin pas sharing session aku lupa bahas tentang DeepSeek. Ini sepengetahuan gua aja ya. Kenapa DeepSeek heboh? Karena katanya bisa saingan sama ChatGPT. DeepSeek produk dari startup kecil di China tapi kemampuannya hampir setara dengan ChatGPT. Gimana nggak heboh coba?,,,,,,,,,,,,,
,,,1,@BANGSAygSUJUD @99propaganda @adri_zizie @Alie_Fahnoor @are_inismyname @bitCarli77 @florieliciouss @gtobing2903 @Ndons_Back @Kimberley_PS08 @IrawanRommi Utang brp aja gk masalah spanjang lu punya duit utk bayarnya. Amerika utang segunung dan hilang uang ribuan triliun dolar dihantam DeepSeek itu aman-aman sj. Karena duitnya ada dimana-mana. Lhaa Indonesia. Kantong ckak mau bayar utang pake apa?,,,,,,,,,,,,,
,,,1,Just in #technology: Di tengah kegilaan DeepSeek perusahaan-perusahaan China menjelaskan penggunaan AI.. Selengkapnya: https://t.co/KuMDJijLaF. #Pomodo #AI #DeepSeek #ChinaTech,,,,,,,,,,,,,
,,,1,Geely dan DeepSeek Integrasikan AI Canggih Buka Era Baru Mobil Pintar https://t.co/qiXAQIkxfz,,,,,,,,,,,,,
,,,1,@ah3x tanggapan bung levi soal qwen 2.5 yg mengalahkan deepseek?,,,,,,,,,,,,,
,1,,,@qasi_vibes07 Chatgpt vs deepseek hheheh,,,,,,,,,,,,,
,1,,,@tanyarlfes coba tanya Deepseek atau ChatGPT,,,,,,,,,,,,,
,1,,,DeepSeek lagi hype nih! Tapi bisa ngalahin ChatGPT nggak ya? Yuk cek perbandingan kualitasnya! #Teknologi #AI #DeepSeek #ChatGPT #MedcomId #MudaMemberiArti https://t.co/BkRSuFjKmC,,,,,,,,,,,,,
,1,,,@ayaycaptey ini ai yang mana sie? yang deepseek itu kh?,,,,,,,,,,,,,
,,1,,@succlathp Coba nyari inspirasi di deepseek,,,,,,,,,,,,,
,,,1,Cuman jahilin Deepseek dikit langsung dikasih paham bjir. https://t.co/8mDbAFHdlk,,,,,,,,,,,,,
,,1,,@popiforestian Bentar tanya DeepSeek dulu .,,,,,,,,,,,,,
1,,,,secara alur jawaban dari prompt masih enakan chatgpt drpd deepseek anjir gue bukan antek amrik tp cuma menilai dari sisi pengguna kalo deepseek itu masih kakuu bgt,,,,,,,,,,,,,
,,1,   ,@tanyarlfes dah ada ChatGGPT DeepSeek Meta AI Gemini dll nder kalo gak nemu jawaban baru lu ke sini,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai @punk1685 @arnaultwhale @zachxbt @MustStopMurad @RookieXBT @SaulWgmi @FukuSquad100x @SarahCryptoHQ @DYOR_100X @0xGenie @0xChar @WhaleInsider @TheAureliya @HollyGiveaway @kunoo SOL HTnbqit3iYj9E6BPYRaPHaZpEAb38A3hc6rMLyE4ZfQk,,,,,,,,,,,,,
,,,1,@Sentjoko @deepseek_ai Jgn samakan kondisi sosial jaman dulu dgn sekarang lu belajar sejarah dulu deh gimana budak di perlakukan sebelum dan sesudah Islam ada kalo lu kristen coba deh tanya ke deepseek tentang Alkitab sendiri drpd ngurusin agama orang yg lu sendiri gak paham,,,,,,,,,,,,,
,,,1,@Sentjoko @deepseek_ai makanya kalo mau ngomongin sejarah harus ada kemampaun berpikir historisnya dulu nyet,,,,,,,,,,,,,
,,,1,@deepseek stp wallah,,,,,,,,,,,,,
,,1,,@shiromewo @Elevivip bro ingin menjadi deepseek,,,,,,,,,,,,,
,,,1,@Sentjoko @deepseek_ai Tabarakallah,,,,,,,,,,,,,
,,,1,Gas breee airdrop dida 10 hari https://t.co/WrtmaQe7vz,,,,,,,,,,,,,
,,,1,@Sentjoko @deepseek_ai Ada orang menganggap orang lain sempurna kenapa kamu yg resek..?,,,,,,,,,,,,,
,,,1,Buat yg stuck pakai Deepseek krna server busy 1.NVIDIA → https://t.co/GCbmC7ID0l 2.Cerebras → https://t.co/eBGh3kivnl 3.Groq → https://t.co/dSAS3PxPbi 4.Together AI → https://t.co/saCngw13jC Semuanya free,,,,,,,,,,,,,
,,,1,DeepSeek Dapatkan Chip Nvidia Dituding dari Singapura https://t.co/yvNuZP8Wrg,,,,,,,,,,,,,
,,,1,@Sentjoko @deepseek_ai Lah goblok perbudakan itu dah ada sebelum era islam malah islam yg hapus perbudakan secara pelan² dengan salah satu caranya hukum bayar fidyah lagian budak jaman itu setara aset masa tiba² nabi bilang bebaskan semua budak lagian eh dongo muazin nabi yg pertama tuh budak,,,,,,,,,,,,,
,,1,,wejangan dari deepseek. kapan deepseek jadi robot ya. enak kayaknya AI kayak gini diajak deeptalk. minimal deepseek hadir jadi vr dulu aja kali ya kalau nunggu robot kayaknya masih lama. https://t.co/3ewuQd8NCM,,,,,,,,,,,,,
1,,,,deepseek bnrbnr ga guna dibanding chat gpt tp kenapa harga sahamnya jatoh bgt cokkkkkkkkk anjjj,,,,,,,,,,,,,
,,,1,Biaya pembuatan: ChatGPT 1T DeepSeek 1M CoreTAX 1 3T https://t.co/KQMjVEHI3a,,,,,,,,,,,,,
,1,,,@littledeatch @rafenditya @mingyupbi @rasjawa Egonya ga kesentil tapi ngasi time energy attention ? Ahh kk harus belajar basic knowledge di google si atau ngga di chat gpt deh atau ngga gemini atau deepseek biar makin jelas. Ah kamu ah kka bisa ajaaa nurunin ego aja kaga bsa gmn mau peka awarenessnya,,,,,,,,,,,,,
1,,,,apakah deepseek perlu diharamkan? @agama_nusantara @BayuAngora @PaijoKhentirr @sakkusaitna @Valhallaah @spektrumku @Kappa_2023 @bnsphrxyzzz @RefublikAteis @LWidhiatmoko @iphone7decoco @Gitaananta001 @ilhampurnama887,,,,,,,,,,,,,
,1,,,Apa kelebihan deepseek dibandingkan dengan chatgpt ? #DeepSeek,,,,,,,,,,,,,
,,,1,@Sigmahalim @deepseek_ai Bagus bila sudah mengakui nabinya pelaku perbudakan hingga mati jadi bohong bila mengajarkan untuk membebaskan budak. Pengakuan ini baik sekali; ternyata manusia semprulna sama saja dengan orang Kafir yang sama-sama melakukan perbudakan,,,,,,,,,,,,,
,1,,,@perupadata Cost deepseek itu hanya buat learning saja kalau sama infrastructure nya ditambahin sekitar 3.3T,,,,,,,,,,,,,
,,,1,@iam_kendiii Wamama wenye mnajiuza kama ndegu how wide and deep is your pothole juu najua inanuka shambo juu regular DeepSeek.,,,,,,,,,,,,,
,,,1,@deepseek_ai web domain https://t.co/UjRtLNG1mX 4MFVfQFHFXEBs3PP9dBDN6uBv6pAtuTd2H9y7zZMpump,,,,,,,,,,,,,
,,,1,24+hrs and still feels like a shit kalo kata deepseek ampe 5 hari nih detoxnya,,,,,,,,,,,,,
,,1,,Menurutku dg adanya deepseek atau berbagai tools AI lain kedepannya posisi pekerjaan2 ini khususnya data analytics masih bakal terus dibutuhkan deh Mungkin tools AI ini nantinya bakal lebih jadi alat untuk mempermudah dan mempercepat aja.. Atau ada pendapat lain soal ini?,,,,,,,,,,,,,
,,,1,@Kappa_2023 @Sentjoko @deepseek_ai Di Indonesia msh bnyk tuh budak habib,,,,,,,,,,,,,
,,,1,@atokprihartono @Sentjoko @deepseek_ai Adanya org pintar langsung bodoh ketika jadi kadrun.,,,,,,,,,,,,,
,,,1,Dah lah akses dari https://t.co/n7YG6ufgXL aja. Udah di-clone sama si NVIDIA. Jadi bisa akses chat deepseek R1 juga dari situ.,,,,,,,,,,,,,
,,,1,setelah US - China saling melakukan embargo impor &amp; perang teknologi (the latest bahkan semi conductor untuk AI builder di tsmc taiwan jg dilarang untuk dijual ke china) tapi parahnya weng feng berhasil membangun deepseek dg bahan baku yg jauh lebih murah only $6 million.,,,,,,,,,,,,,
,,,1,@Sentjoko @deepseek_ai yg dibandingkan adalah dua buah perbuatan yg baik .. jadi bukan untuk menafikan salah satu .. pakai predikat freethinker tapi processor nya serie PC XT ! .. baca aja buku ideologi kaum intelektual biar tahu figur rausyan-fiqr itu se-kapasitas apa .. lumayan buat cermin !!!,,,,,,,,,,,,,
1,,,,Kalo bikin rencana perjalanan liburan mending pake gpt aja deepseek agak ngawur Tambahkan informasi spesifik misal batas budget &amp; mau tujuan dengan pengecualian apa,,,,,,,,,,,,,
,,,1,Pasar memberikan respon yang cukup variatif. Rilisnya laporan keuangan yang di bawah ekspektasi dibarengi dengan munculnya DeepSeek membuat banyak investor merasa skeptis jika pengeluaran ini tidak dibarengi dengan pendapatan yang setimpal. https://t.co/273kVvAUpa,,,,,,,,,,,,,
1,,,,saya tak perlukan deepseek grok chatgpt sebab twitter saya ada sauffiee84. biarkan saufiie memasak!,,,,,,,,,,,,,
,,,1,Tanya @ChatGPTapp &amp; @deepseek_ai mengenai peluang ETF @solana &amp; @Ripple di 2025 &amp; saya mendapatkan 2 jawaban berbeda ‍,,,,,,,,,,,,,
,,,1,@Sentjoko @Kappa_2023 @deepseek_ai Tolol. Makanya memahami ayat harus runtut sezuai turunnya ayat. Dari sana Anda akan faham bahwa Islam concern memerdekakan budak. Meski tdk sepenuhnya fenomena sosial itu bisa dihapus. https://t.co/1R9jcXvNnb,,,,,,,,,,,,,
1,,,,DeepSeek Masih Berisiko Meski Sudah Diblokir Pakar: Tidak Semudah Itu https://t.co/zPqPncbr2D,,,,,,,,,,,,,
,1,,,@ihsanagaz Apakah AI masih worth setelah gempa dari DeepSeek?,,,,,,,,,,,,,
,,,1,Amkeni msigongewe..,,,,,,,,,,,,,
,,,1,@Sentjoko @deepseek_ai Perbudakan itu masalah sosial yg sulit utk dihapuskan. Smp Rasul SAW wafat perbudakan blm bisa dihilangkan. Fakta perbudakan masih ada di Eropa saat DarkAge Amerika dg budak Niggernya. Australi dg budak aboriginnya. Tontonlah film MANDELA LINCOLN MALCOMX atau EMANCIPATION.,,,,,,,,,,,,,
,,,1,@alfatih212426 @Sentjoko @deepseek_ai Berdusta bahwa Islam menghilangkan perbudakan. Jelas sekali kok dalam Shahih Bukhari bahwa nabi berkata kepada istrinya Maimuna yang baru saja memerdekakan budak bahwa lebih baik dia memberikan budak itu ke pamannya karena lebih berpahala. https://t.co/2epQgz27Fb,,,,,,,,,,,,,
,,,1,@Sentjoko @deepseek_ai Coba lu tanya jesus itu tuhan atau bukan di @deepseek_ai,,,,,,,,,,,,,
,,,1,@cryptondo apaaan si tolol masa ai di liat dari kerapihannya yang bikin chat gpt nyungsep itu karna deepseek open source terus harga per tokennya jauh lebih murah. belajar lagi nando gblk tua doang lu kebanyakan melet,,,,,,,,,,,,,
,,,1,@ARSIPAJA Halu .. deepseek ndasmu,,,,,,,,,,,,,
,,,1,@hoteliercrypto masih belum ada apa2nya sm kentut deepseek kemarin,,,,,,,,,,,,,
,,,1,@TirtoID Trus lu mau buat deepseek?,,,,,,,,,,,,,
,1,,,apakah ini dianggap seperti bikin aplikasi mobile aja curiga ga dipikirin kalo belakangnya itu harus bisa train LLM infra cost dan nyiapin dataset nya bukan hal yang murah. ya kecuali bikin UI doang dan belakangnya manggil API deepseek.,,,,,,,,,,,,,
,,,1,@NjiwaFLow @Mnyiha2 Hao deepseek hamna kitu ukiuliza habari zinazomuhusu rais wao wa china 🇨🇳 hawakupi hata moja,,,,,,,,,,,,,
,,,1,Fokus DeepSeek: lima pertanyaan kunci Bacaan Selengkapnya : https://t.co/uqQyfZdmMR Buka akun: https://t.co/Bf61KHukDd https://t.co/gR1hsuUekc,,,,,,,,,,,,,
,,,1,@muflih_h @CNNIndonesia BigData Bukit Algoritma DeepSeek Open Source... Luhut umur Se elu tuh cocoknya ngomongin qada dan qadar persiapan akhirat jembatan sirotol Mustaqim,,,,,,,,,,,,,
,,,1,Menterimu lagi ngelawak Pak @prabowo Mas @gibran_tweet? 1. Open source costnya gk tinggi karena semua orang bisa turut berkontribusi kalo cost infrastrukturnya mungkin iya karena kalian borong ribuan GPU. 2. Mempelajari 2 minggu berharap presentasinya seperti Deepseek? https://t.co/gto5TsuvLU,,,,,,,,,,,,,
,,,1,Indon jalannya masih bolong trotoar ancur ga usah ngomong deepseek lah.,,,,,,,,,,,,,
,,,1,@NjiwaFLow ChatGPT bado mwamba ila tunakoenda huko mbeleni deepseek anaweza pindua meza,,,,,,,,,,,,,
,,,1,@txtdaritax Ditangan birokrat dan akuntan. 1.3 T jadi coretax ditangan seorang engineer science 1.3 T jadi Deepseek sebenarnya kita tuh udah tau apa problem nya. Negara too much di inisiasi dan dipimpin.....................,,,,,,,,,,,,,
,,,1,Youdao SpaceOne Hadirkan AI DeepSeek ke Pena Kamus yang Berpikir https://t.co/Pb07x3IOkl,,,,,,,,,,,,,
,,,1,@JhonSitorus_18 Yaaah M. BA. Ditangan seorang saintek dana 1T bisa jadi Deepseek. Di tangan akuntan dan birokrat jadi nya coretax. Lu bisa simpulkan sendiri lah. Negeri ini terlalu banyak org org manajemen dan org org soshum yg ngurus. Mangkanya yaaa gitu gitu aja text boox,,,,,,,,,,,,,
,,,1,@TirtoID Ealah....bikin Coretax saja memalukan dunia habis duit lebih banyak dari DeepSeek tapi hasilnya Zonk...,,,,,,,,,,,,,
1,,,,Gimana gengs pusing nih MinTine kemaren qwen kemarennya lagi deepseek sekarang Grok. Kalian bakal pakai yang mana nih? https://t.co/Ml1uhMOD1y,,,,,,,,,,,,,
,,,1,Janubiy Koreya DeepSeek foydalanuvchi ma lumotlarini Xitoyga sizdirganini tasdiqladi Avvalroq Seul ma lumotlarni yig ish usullari bilan bog liq xavotirlar tufayli DeepSeek sun iy intellektga asoslangan Xitoy chatbotini yuklashni vaqtincha to xtatgan edi. Batafsil https://t.co/5wLh3vZDXj,,,,,,,,,,,,,
,,,1,@CNNIndonesia Ngapain???urgen kah???apakah deepseek juga dana dari pemerintah china???,,,,,,,,,,,,,
,1,,,xAI Luncurkan Grok-3 Siap Tantang DeepSeek dan OpenAI https://t.co/VagnX4YX0B,,,,,,,,,,,,,
,,,1,@ARSIPAJA Keluar duit 1T bikin coretax aja ga bisa pake mimpi bikin Deepseek,,,,,,,,,,,,,
,,,1,Hebat kan? 80 tahun merdeka tiap bulan puasa Dan lebaran TIDAK sanggup mengendalikan harga: cabe daging ayam telur ayam daging sapi minyak goreng. Malah pikirannya mau buat software AI menyaingi Deepseek. Kalau jadi dilaksanakan jadinya deepsh#f,,,,,,,,,,,,,
,,,1,Gaji Kepala Desa Kohod berapa ya?! Bukannya apa-apa memalsukan ratusan sertifikat Pagar Laut masak ga dapat duit gede.. ==== amaterasun Mulyono Macan Coretax Medusa Pagi-pagi Persijap DeepSeek Mahasiswa #IndonesiaGelap https://t.co/QYbadBKNDR,,,,,,,,,,,,,
,,,1,@susipudjiastuti Buang buang duit negara. Pendidikan aja dipotong iq masih terbawah di asean. Mau bikin deepseek? Wkwkek. Yang ngerjain mana? Org cina lg,,,,,,,,,,,,,
,,,1,@ARSIPAJA coretax anggaran bejibun aja hasilnya lebih dari sampah dan sangat meresahkan pengguna lah ini mau bikin ai mirip deepseek? mening bapak tua satu ini turu saja di rumah terlalu ngadi-ngadi.,,,,,,,,,,,,,
,1,,,@GuruGembull Pak Gugem mau menyaingi deepseek ayo pak ditunggu karya software nya,,,,,,,,,,,,,
,1,,,Ngebayangin kalau konoha punya DeepSeek ala-ala. Kira2 lebih cerdas dari ChatGPT nggak ya? Atau jawabannya malah Yo ndak tau koq tanya saya! ?,,,,,,,,,,,,,
,,,1,@ARSIPAJA coretax aja ga jelas cuk mau bikin model Deepseek lagi.. ayoo tebak budget nya? yaa 2T lah minimal ini mah...awokawok,,,,,,,,,,,,,
,,,1,@ARSIPAJA Kebutuhan primer dulu aja pak dipenuhi. Gausah gaya gaya aplikasi setara deepseek,,,,,,,,,,,,,
,,,1,@OposisiCerdas Gak belajar2 dari vaksin covid. Ngomong gede gak bakal menciptakan terobosan sains / teknologi. Palingan Qwen-lite atau Deepseek-lite di open source sbg basis FM/LLM.,,,,,,,,,,,,,
1,,,,@TirtoID gausah deepseek pemerintah suruh bikin game macam flappy bird aja kayaknya biayanya M M-an + banyak bugsnya.,,,,,,,,,,,,,
,1,,,@ARSIPAJA deepseek msh ada yg pake?,,,,,,,,,,,,,
,,,1,@TirtoID Gaya gayaan bikin deepseek bikin metaverse bukit algoritma aja gag jelas hasil akhirnya Ini malah mau bikin yang baru lagi,,,,,,,,,,,,,
,,,1,@ARSIPAJA sebelum deepseek deeptalk dulu lah pak,,,,,,,,,,,,,
,,,1,@hrdbacot Bikin app namanya gibranGPT anggaran 10T tinggal bikin UI aja sedangkan backend pakai API deepseek. Cuan gila,,,,,,,,,,,,,
,,,1,@cnbcindonesia Pung. Indonesia bikin coretax saja wajib pajak kerepotan. Padahal dengan dana super besar. Kejauhan kalo mau buat aplikasi semacam deepseek.,,,,,,,,,,,,,
,,,1,@ARSIPAJA lu punya coretax leletnya minta ampun sok2an bikin deepseek,,,,,,,,,,,,,
,,,1,@humbleQueen02 @maluu_captain Kitambo,,,,,,,,,,,,,
,,,1,Indonesia mau bikin AI sekelas Deepseek sementara yang ngomong begitu adalah Luhut? Memang betul2 gak ketolong lagi ni Indon..,,,,,,,,,,,,,
,,,1,bikin deepseek wrapper 15 menit gue jg bisa om,,,,,,,,,,,,,
,,,1,Wkwk AI bisa ngambek! #DeepSeek #Unich,,,,,,,,,,,,,
,,,1,Lha iya kami kemarin juga bikin Deepseek di chat .dalang .io sehari jadi chuy,,,,,,,,,,,,,
,,,1,Jangan percaya .. --- Temen gw https://t.co/Rr8MlHOHi2 si luhut ITU bohong !!! Syarat utama Dalam pembuatan DeepSeek minimal mempunyai 1 unit super computer.. Indonesia tidak ADA !! Makanya App Softex @DitjenPajakRI sering bug aja Masih pake luar ... Malah Ngehalu suu bikin Dpk.,,,,,,,,,,,,,
,,,1,@susipudjiastuti ChatGPT = 1T DeepSeek = 97M Coretax = 1.3T Trus bilang mau bikin AI melebihi chatgpt/deepseek? Tidurnya jangan kelamaan biar gak mimpi buruk,,,,,,,,,,,,,
,,,1,UPDATE Elon Musk meluncurkan model Grok-3 baru DeepSearch yang disebut sebagai artificial intelligence (AI) terpintar di dunia. Klaim ini bahkan disebut mampu mengalahkan V3 milik DeepSeek dan GPT-4o milik OpenAI. https://t.co/dpX6D83lZd,,,,,,,,,,,,,
,,,1,@cryptondo Coretax aje busuk gaya banget mau bikin mirip deepseek,,,,,,,,,,,,,
,,,1,@hrdbacot Positif thinking mirip deepseek mungkin nama + biayanya aja,,,,,,,,,,,,,
1,,,,Wkwkwkwk ... DeepSeek ghoib saking deep-nya sampe gak ada yang bisa lihat.,,,,,,,,,,,,,
,1,,,@lynxluna @milhamh95 Gimana pak @irzanraditya caranya bikin Deepseek 2 Minggu?,,,,,,,,,,,,,
,1,,,DeepSeek kan open source tinggal clone ganti nama terus deploy,,,,,,,,,,,,,
,1,,,untuk apa???? deepseek kan udah opensource tinggal pake di fine tuning sesuai kebutuhan bisa bahasa indonesia juga terus bikin baru ini konsepnya untuk apa?,,,,,,,,,,,,,
,,,1,@cnbcindonesia halah kemarin budget coretax bisa bikin deepseek noh,,,,,,,,,,,,,
,,,1,@wanfayhsal sebiji macam Chatgpt / Deepseek. Tahniah Liam Sian See,,,,,,,,,,,,,
,,,1,Ngilangin tulisan lorem ipsum template-an aja ngga bisa mau ngide buat deepseek deep sink yang ada https://t.co/YuqW6knp25,,,,,,,,,,,,,
,,,1,Beraqqq 2 minggu bikin deepseek beraaaaqqq pak beaaqqqqq,,,,,,,,,,,,,
,,,1,@cnbcindonesia Mungkin maksudnya pakai API nya deepseek tinggal custom UI sesuai selera pejabat aja nanti,,,,,,,,,,,,,
,,,1,Paling jatuhnya fine tuning deepseek doang,,,,,,,,,,,,,
,,,1,@papanberjalan @kataaitech 2 minggu bikin LLM pesaing deepseek. pada akhirnya vendor juga,,,,,,,,,,,,,
,,,1,Coretax yg 1t aja masih gagal ini deepseek mau ngabisin berapa t???,,,,,,,,,,,,,
,,,1,Pemerintahan baru masih berusia 100 hari sehingga evaluasi kinerja harus dilakukan dengan bijak. Sejumlah inisiatif telah berjalan termasuk digitalisasi di Peruri riset di DeepSeek dan pengembangan genome sequencing oleh anak-anak muda Indonesia. Presiden Prabowo terus https://t.co/iLwmmCh0YT,,,,,,,,,,,,,
,,,1,@bingaspeaks @deepseek_ai @BJP4India Woh China Trump ki tarah India ko apna state manta h,,,,,,,,,,,,,
,,,1,@cnbcindonesia Coretax dulu dibenerin Pak. Dana riset aja seret mau bikin DeepSeek.,,,,,,,,,,,,,
,,,1,@hrdbacot Web pemda/pemprov aja bnyk yg diganti situs judol ini lagi ngide bikin deepseek wkwk,,,,,,,,,,,,,
,1,,,@salensword Jelas aku ada partisipasi di deepseek,,,,,,,,,,,,,
,1,,,@cnbcindonesia Ya bisa aja tinggal bikin wrappernya deepseek kan cuma mirip bukan melampaui,,,,,,,,,,,,,
